source,target,0.9 Availability,0.99 Availability,0.999 Availability,0.9999 Availability
1,2,0.81,0.9801,0.998001,0.99980001
1,3,0.81,0.9801,0.998001,0.99980001
1,4,0.81,0.9801,0.998001,0.99980001
1,5,0.81,0.9801,0.998001,0.99980001
1,6,0.81,0.9801,0.998001,0.99980001
1,7,0.81,0.9801,0.998001,0.99980001
1,8,0.81,0.9801,0.998001,0.99980001
1,9,0.81,0.9801,0.998001,0.99980001
1,10,0.81,0.9801,0.998001,0.99980001
2,3,0.81,0.9801,0.998001,0.99980001
2,4,0.81,0.9801,0.998001,0.99980001
2,5,0.81,0.9801,0.998001,0.99980001
2,6,0.81,0.9801,0.998001,0.99980001
2,7,0.81,0.9801,0.998001,0.99980001
2,8,0.81,0.9801,0.998001,0.99980001
2,9,0.81,0.9801,0.998001,0.99980001
2,10,0.81,0.9801,0.998001,0.99980001
3,4,0.81,0.9801,0.998001,0.99980001
3,5,0.81,0.9801,0.998001,0.99980001
3,6,0.81,0.9801,0.998001,0.99980001
3,7,0.81,0.9801,0.998001,0.99980001
3,8,0.81,0.9801,0.998001,0.99980001
3,9,0.81,0.9801,0.998001,0.99980001
3,10,0.81,0.9801,0.998001,0.99980001
4,5,0.81,0.9801,0.998001,0.99980001
4,6,0.81,0.9801,0.998001,0.99980001
4,7,0.81,0.9801,0.998001,0.99980001
4,8,0.81,0.9801,0.998001,0.99980001
4,9,0.81,0.9801,0.998001,0.99980001
4,10,0.81,0.9801,0.998001,0.99980001
5,6,0.81,0.9801,0.998001,0.99980001
5,7,0.81,0.9801,0.998001,0.99980001
5,8,0.81,0.9801,0.998001,0.99980001
5,9,0.81,0.9801,0.998001,0.99980001
5,10,0.81,0.9801,0.998001,0.99980001
6,7,0.81,0.9801,0.998001,0.99980001
6,8,0.81,0.9801,0.998001,0.99980001
6,9,0.81,0.9801,0.998001,0.99980001
6,10,0.81,0.9801,0.998001,0.99980001
7,8,0.81,0.9801,0.998001,0.99980001
7,9,0.81,0.9801,0.998001,0.99980001
7,10,0.81,0.9801,0.998001,0.99980001
8,9,0.81,0.9801,0.998001,0.99980001
8,10,0.81,0.9801,0.998001,0.99980001
9,10,0.81,0.9801,0.998001,0.99980001
